Batch,Data_Wait_Time_ms,Compute_Time_ms,Total_Time_ms,Stall_Percentage
97,2.01529598236084,324.5037536621094,326.5190496444702,0.6172062501575917
98,2.0408639907836914,324.79681396484375,326.83767795562744,0.6244273926890296
99,2.0090560913085938,328.2725524902344,330.28160858154297,0.6082857897952194
100,2.00982403755188,324.4861145019531,326.495938539505,0.61557397820699
101,2.0249600410461426,323.8073425292969,325.832302570343,0.6214730783510882
102,2.022239923477173,323.61175537109375,325.6339952945709,0.6210162184227233
103,2.0081920623779297,324.08416748046875,326.0923595428467,0.6158353618567578
104,2.004672050476074,324.67877197265625,326.6834440231323,0.6136436012147969
105,2.0148799419403076,324.1922302246094,326.2071101665497,0.6176689223332937
106,2.022336006164551,326.7171630859375,328.73949909210205,0.6151788914169875
107,2.0038399696350098,324.6592102050781,326.66305017471313,0.6134271900550956
108,2.0244479179382324,324.5516357421875,326.57608366012573,0.6199008498261973
109,2.0401599407196045,327.1342468261719,329.1744067668915,0.6197808513601626
110,2.035615921020508,330.59130859375,332.6269245147705,0.6119817041239292
111,2.011552095413208,324.673828125,326.6853802204132,0.6157459798341826
112,2.0164480209350586,324.0686340332031,326.0850820541382,0.6183809477675762
113,2.003743886947632,327.11248779296875,329.1162316799164,0.6088256044741005
114,2.0032639503479004,326.2637939453125,328.2670578956604,0.6102543347449251
115,2.0313920974731445,327.21966552734375,329.2510576248169,0.6169735982406244
116,2.0194880962371826,323.9154052734375,325.9348933696747,0.619598618410789
117,2.0101120471954346,326.1593017578125,328.16941380500793,0.6125226674506008
118,2.0150399208068848,324.75048828125,326.7655282020569,0.6166623302935664
119,2.0060160160064697,325.8482666015625,327.85428261756897,0.6118620748188976
120,2.010240077972412,322.9434814453125,324.9537215232849,0.6186234976934604
121,2.0288000106811523,327.3583984375,329.38719844818115,0.6159316513329285
122,2.021984100341797,326.05950927734375,328.08149337768555,0.6163054427498903
123,2.03439998626709,323.5926208496094,325.62702083587646,0.6247638728029498
124,2.012864112854004,326.97271728515625,328.98558139801025,0.6118396144598263
125,2.021087884902954,328.3519592285156,330.3730471134186,0.611759313467574
126,2.034912109375,323.3712463378906,325.4061584472656,0.6253452974230578
127,2.010528087615967,323.9866943359375,325.99722242355347,0.6167316619047074
128,2.0386879444122314,338.4988708496094,340.5375587940216,0.5986675747697355
129,2.00166392326355,326.199951171875,328.20161509513855,0.609888504870188
130,2.006495952606201,329.00262451171875,331.00912046432495,0.6061754279735789
131,2.013472080230713,323.6429138183594,325.6563858985901,0.6182811599640214
132,2.0153920650482178,325.09503173828125,327.11042380332947,0.6161197927033789
133,2.022752046585083,334.0017395019531,336.0244915485382,0.6019656594861329
134,2.0008320808410645,330.1968078613281,332.1976399421692,0.6023017144821922
135,2.03654408454895,326.4109802246094,328.4475243091583,0.6200515862716655
136,2.014431953430176,323.2914733886719,325.30590534210205,0.6192423563020583
137,2.0280001163482666,322.8460998535156,324.8740999698639,0.6242418575492441
138,2.0107839107513428,329.2723693847656,331.28315329551697,0.6069683564493388
139,2.0235519409179688,327.4106140136719,329.43416595458984,0.614250782111319
140,2.0009279251098633,324.9494323730469,326.95036029815674,0.611997467531509
141,2.0304319858551025,326.13519287109375,328.16562485694885,0.6187217161273948
142,2.014400005340576,324.8772888183594,326.89168882369995,0.6162285779088704
143,2.0083200931549072,326.38836669921875,328.39668679237366,0.6115530923199151
144,1.1098239421844482,366.8899230957031,367.9997470378876,0.30158280029203005
